name,year,selling_price,km_driven,mileage,engine,max_power,torque,seats,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner
Tata Winger Deluxe - Flat Roof (Non-AC),2010,235000,0.021181924170583986,0.255,0.4442953020134228,0.15577342047930287,190.0,14,True,False,False,True,False,True,False,False,False,False
Honda WR-V i-DTEC S,2017,700000,0.02965486329760012,0.6071428571428571,0.2932885906040268,0.17919389978213512,200.0,5,True,False,False,True,False,True,False,False,False,False
Hyundai Grand i10 CRDi Magna,2016,480000,0.023723805908688826,0.5714285714285714,0.1664429530201342,0.10130718954248367,160.0,5,True,False,False,True,False,True,False,False,False,False
Tata Zest Quadrajet 1.3 75PS XM,2016,475000,0.021181924170583986,0.5464285714285714,0.2093959731543624,0.11220043572984752,190.0,5,True,False,False,True,False,True,False,False,False,False
Skoda Rapid 1.5 TDI Ambition,2015,610000,0.05083721111514047,0.5033333333333333,0.2932885906040268,0.1925925925925926,250.0,5,True,False,False,True,False,True,False,False,False,False
Toyota Innova 2.5 G4 Diesel 8-seater,2011,650000,0.05083721111514047,0.3047619047619048,0.6275167785234899,0.18845315904139437,20.4,8,True,False,False,True,False,True,False,True,False,False
Honda WR-V i-DTEC S,2017,800000,0.02965486329760012,0.6071428571428571,0.2932885906040268,0.17919389978213512,200.0,5,True,False,False,True,False,True,False,False,False,False
Tata New Safari DICOR 2.2 EX 4x2,2015,520000,0.05083721111514047,0.2754761904761905,0.5218120805369127,0.286764705882353,320.0,7,True,False,False,True,False,True,False,False,False,False
Tata Indica V2 eLS,2014,160000,0.03812780242461626,0.5952380952380952,0.25906040268456376,0.09858387799564271,140.0,5,True,False,False,True,False,True,False,False,False,False
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,1000000,0.02965486329760012,0.5976190476190476,0.2093959731543624,0.1516884531590414,200.0,5,True,False,False,True,False,True,False,False,False,False
Maruti Ertiga VDI,2015,700000,0.05083721111514047,0.4945238095238095,0.2093959731543624,0.15239651416122008,200.0,7,True,False,False,True,False,True,False,True,False,False
Honda Amaze S i-DTEC,2017,590000,0.02965486329760012,0.6142857142857143,0.2932885906040268,0.17919389978213512,200.0,5,True,False,False,True,False,True,False,True,False,False
Maruti Wagon R VXI,2002,140000,0.033891332861108195,0.44999999999999996,0.12550335570469798,0.09340958605664489,90.0,5,False,False,True,True,False,True,False,True,False,False
Mahindra TUV 300 mHAWK100 T8,2017,725000,0.04236427198812433,0.44023809523809515,0.2916107382550335,0.18300653594771243,240.0,7,True,False,False,True,False,True,False,True,False,False
Maruti Swift Dzire VDI,2015,550000,0.021181924170583986,0.633095238095238,0.2093959731543624,0.11220043572984752,190.0,5,True,False,False,True,False,True,False,False,False,False
Maruti Ritz VDi,2012,240000,0.03812780242461626,0.5523809523809523,0.2093959731543624,0.11203703703703706,190.0,5,True,False,False,True,False,True,False,True,False,False
Chevrolet Captiva 2.2 LT,2013,667000,0.02753662851584609,0.3476190476190476,0.5392617449664429,0.41176470588235303,424.0,7,True,False,False,True,False,True,False,False,False,False
Honda Jazz 1.5 S i DTEC,2017,670000,0.021181924170583986,0.65,0.2932885906040268,0.17919389978213512,200.0,5,True,False,False,True,False,True,False,False,False,False
Maruti Swift Dzire VDI,2015,550000,0.046600741551632394,0.633095238095238,0.2093959731543624,0.11220043572984752,190.0,5,True,False,False,True,False,True,False,False,False,False
Maruti Celerio ZXI,2015,400000,0.012708985043567853,0.55,0.12550335570469798,0.09324618736383446,90.0,5,False,False,True,True,False,True,False,False,False,False
Hyundai Verna 1.6 SX,2014,545000,0.033891332861108195,0.5314285714285714,0.3214765100671141,0.25468409586056645,259.8,5,True,False,False,True,False,True,False,True,False,False
Maruti Ertiga LXI,2015,599000,0.02965486329760012,0.3814285714285714,0.2513422818791946,0.1658496732026144,130.0,7,False,False,True,True,False,True,False,False,False,False
Hyundai Creta 1.4 CRDi S,2016,725000,0.04236427198812433,0.509047619047619,0.25906040268456376,0.15223311546840962,219.7,5,True,False,False,True,False,True,False,False,False,False
Honda City i VTEC V,2015,525000,0.05083721111514047,0.4142857142857142,0.2929530201342282,0.23011982570806105,145.0,5,False,False,True,True,False,True,False,True,False,False
Maruti Ritz VDi,2011,204999,0.03600956764286223,0.5023809523809524,0.2093959731543624,0.11192810457516343,113.0,5,True,False,False,True,False,True,False,True,False,False
Skoda Fabia Scout 1.2 TDI,2012,190000,0.046600741551632394,0.5,0.1929530201342282,0.11492374727668848,180.0,5,True,False,False,True,False,True,False,False,False,False
Hyundai Grand i10 CRDi Sportz,2015,310000,0.025418393734092055,0.5714285714285714,0.1664429530201342,0.10130718954248367,160.0,5,True,False,False,True,False,True,True,False,False,False
Hyundai Grand i10 CRDi Sportz,2016,380000,0.03812780242461626,0.5714285714285714,0.1664429530201342,0.10130718954248367,160.0,5,True,False,False,True,False,True,False,True,False,False
Maruti Alto K10 2010-2014 VXI,2012,204000,0.046600741551632394,0.4980952380952381,0.12550335570469798,0.09340958605664489,90.0,5,False,False,True,True,False,True,False,False,False,True
Hyundai EON 1.0 Era Plus,2018,350000,0.010590750261813818,0.48333333333333334,0.12550335570469798,0.0959967320261438,94.14,5,False,False,True,True,False,True,False,False,False,False
Volkswagen Vento Diesel Highline,2013,350000,0.04236427198812433,0.489047619047619,0.3268456375838926,0.1928104575163399,250.0,5,True,False,False,True,False,True,False,False,False,False
Ford Figo Diesel Titanium,2012,175000,0.05083721111514047,0.47619047619047616,0.2600671140939598,0.09586056644880177,160.0,5,True,False,False,True,False,True,False,True,False,False
Volkswagen Vento Diesel Highline,2011,340000,0.03812780242461626,0.489047619047619,0.3268456375838926,0.1928104575163399,250.0,5,True,False,False,True,False,True,False,False,False,False
Honda City i-VTEC VX,2017,950000,0.014827219825321886,0.4142857142857142,0.2929530201342282,0.23093681917211334,145.0,5,False,False,True,True,False,True,False,False,False,False
Honda City i VTEC V,2017,894999,0.014827219825321886,0.4238095238095238,0.2929530201342282,0.23011982570806105,145.0,5,False,False,True,True,False,True,False,False,False,False
Tata Sumo Gold EX,2014,350000,0.0428726483357453,0.36428571428571427,0.7825503355704697,0.13897058823529412,250.0,7,True,False,False,True,False,True,False,True,False,False
Tata Indigo GLX,2005,100000,0.03812780242461626,0.3047619047619048,0.25906040268456376,0.14215686274509803,12.0,5,False,False,True,True,False,True,False,True,False,False
Maruti Swift Dzire VDI,2016,550000,0.032196745035704966,0.633095238095238,0.2093959731543624,0.11220043572984752,190.0,5,True,False,False,True,False,True,False,False,False,False
Tata Indigo LX,2004,100000,0.025418393734092055,0.38333333333333336,0.2620805369127517,0.10130718954248367,13.5,5,True,False,False,True,False,True,False,False,False,True
Mahindra XUV500 W6 2WD,2016,800000,0.03812780242461626,0.38095238095238093,0.5218120805369127,0.2919389978213508,330.0,7,True,False,False,True,False,True,False,False,False,False
Mahindra Bolero 2011-2019 ZLX BSIII,2013,525000,0.033891332861108195,0.38,0.6372483221476509,0.0797930283224401,195.0,7,True,False,False,True,False,True,False,True,False,False
Tata New Safari DICOR 2.2 EX 4x2,2008,500000,0.07589592858329068,0.2754761904761905,0.5218120805369127,0.286764705882353,320.0,7,True,False,False,True,False,True,False,True,False,False
Maruti 800 Std MPFi,2003,42000,0.026265687646793667,0.38333333333333336,0.057718120805369116,0.011437908496732041,59.0,4,False,False,True,True,False,True,False,False,False,False
Maruti Swift Dzire 1.2 Lxi BSIV,2009,190000,0.06778308936917274,0.41666666666666663,0.19228187919463088,0.14433551198257083,114.0,5,False,False,True,True,False,True,False,False,False,True
Maruti Swift Dzire VDI,2019,694000,0.014827219825321886,0.6761904761904761,0.2093959731543624,0.11225490196078432,190.0,5,True,False,False,True,False,True,False,False,False,False
Mahindra XUV500 AT W6 2WD,2016,861999,0.05083721111514047,0.38095238095238093,0.5218120805369127,0.2919389978213508,330.0,7,True,False,False,True,False,False,False,False,False,False
Honda Amaze SX i-DTEC,2017,650000,0.021181924170583986,0.6142857142857143,0.2932885906040268,0.17919389978213512,200.0,5,True,False,False,True,False,True,False,False,False,False
Maruti Swift Dzire ZDi,2011,310000,0.02965486329760012,0.4595238095238095,0.2093959731543624,0.11192810457516343,190.0,5,True,False,False,True,False,True,False,True,False,False
Maruti Swift VDI,2013,360000,0.04109333111907191,0.5452380952380952,0.2093959731543624,0.11220043572984752,190.0,5,True,False,False,True,False,True,False,False,False,False
Maruti Swift Dzire LDi,2011,240000,0.03812780242461626,0.4595238095238095,0.2093959731543624,0.11192810457516343,190.0,5,True,False,False,True,False,True,False,True,False,False
Mahindra XUV500 W8 AWD,2012,500000,0.03579223675425426,0.35952380952380947,0.5218120805369127,0.2919389978213508,330.0,7,True,False,False,True,False,True,True,False,False,False
Toyota Innova 2.5 GX 7 STR,2010,475000,0.04236427198812433,0.3047619047619048,0.6275167785234899,0.18845315904139437,20.4,7,True,False,False,True,False,True,False,True,False,False
Maruti Alto LX,2007,100000,0.025418393734092055,0.469047619047619,0.057718120805369116,0.036764705882352935,62.0,5,False,False,True,True,False,True,False,False,False,True
Maruti SX4 Zxi BSIII,2009,200000,0.046600741551632394,0.3571428571428571,0.3228187919463087,0.1957516339869282,145.0,5,False,False,True,True,False,True,False,False,False,True
Mahindra Xylo E4 BS IV,2010,245000,0.06185203198026144,0.3333333333333333,0.6288590604026845,0.21568627450980393,260.0,7,True,False,False,True,False,True,True,False,False,False
Maruti Swift Dzire VDI,2014,450000,0.02965486329760012,0.557142857142857,0.2093959731543624,0.11220043572984752,190.0,5,True,False,False,True,False,True,False,False,False,False
Maruti Vitara Brezza VDi Option,2017,800000,0.02166742358256201,0.5785714285714285,0.2093959731543624,0.1516884531590414,200.0,5,True,False,False,True,False,True,False,False,False,False
Maruti Ritz LXI,2011,215000,0.01694545460707592,0.5023809523809524,0.19228187919463088,0.14433551198257083,114.0,5,False,False,True,True,False,True,False,False,False,False
Maruti Vitara Brezza VDi Option,2017,760000,0.021181924170583986,0.5785714285714285,0.2093959731543624,0.1516884531590414,200.0,5,True,False,False,True,False,True,False,False,False,False
Volkswagen Polo 1.5 TDI Comfortline,2015,416000,0.033891332861108195,0.4795238095238095,0.2932885906040268,0.15250544662309368,230.0,5,True,False,False,True,False,True,False,False,False,False
Maruti Wagon R LXI BSIII,2011,195000,0.05083721111514047,0.44999999999999996,0.12550335570469798,0.09340958605664489,90.0,5,False,False,True,True,False,True,False,False,False,False
Maruti Alto 800 VXI,2017,325000,0.009743456349112205,0.588095238095238,0.057718120805369116,0.0394880174291939,69.0,5,False,False,True,True,False,True,False,False,False,False
Maruti Alto K10 LXI,2010,145000,0.02965486329760012,0.4980952380952381,0.12550335570469798,0.09340958605664489,90.0,5,False,False,True,True,False,True,False,True,False,False
Maruti Swift VDI,2018,675000,0.009743456349112205,0.6761904761904761,0.2093959731543624,0.11220043572984752,190.0,5,True,False,False,True,False,True,False,False,False,False
Maruti Wagon R VXI Optional,2016,340000,0.012708985043567853,0.48833333333333334,0.12550335570469798,0.09324618736383446,90.0,5,False,False,True,True,False,True,False,True,False,False
Tata Manza Aura Plus Quadrajet BS IV,2011,340000,0.021181924170583986,0.45238095238095233,0.2093959731543624,0.15577342047930287,200.0,5,True,False,False,True,False,True,False,False,False,False
Maruti Omni MPI STD BSIV,2014,260000,0.01694545460707592,0.4,0.057718120805369116,0.0038126361655773655,59.0,5,False,False,True,True,False,True,False,False,False,False
Maruti Alto 800 LXI,2015,300000,0.021181924170583986,0.5414285714285714,0.057718120805369116,0.0394880174291939,69.0,5,False,False,True,True,False,True,False,False,False,False
Maruti 800 AC,2007,75000,0.025418393734092055,0.38333333333333336,0.057718120805369116,0.011437908496732041,59.0,4,False,False,True,True,False,True,False,True,False,False
Tata Indica Vista TDI LX,2011,350000,0.033891332861108195,0.4619047619047618,0.2620805369127517,0.10130718954248367,135.4,5,True,False,False,True,False,True,False,False,False,False
Maruti XL6 Alpha,2019,1000000,0.006354280698305751,0.45261904761904764,0.2812080536912751,0.1917211328976035,138.0,6,False,False,True,True,False,True,False,False,False,False
Tata Manza Aura (ABS) Quadrajet BS IV,2010,170000,0.06354661980566467,0.5028571428571429,0.2093959731543624,0.15250544662309368,200.0,5,True,False,False,True,False,True,False,False,False,True
Maruti Swift Dzire Tour S CNG,2018,600000,0.01694545460707592,0.45238095238095233,0.19228187919463088,0.14433551198257083,114.0,5,False,False,True,True,False,True,False,False,False,False
Honda City 1.5 V AT,2010,800000,0.010590750261813818,0.4,0.2929530201342282,0.23202614379084974,146.0,5,False,False,True,True,False,False,False,False,False,False
Force One EX,2018,850000,0.05083721111514047,0.40476190476190477,0.6798657718120805,0.1308278867102397,230.0,7,True,False,False,True,False,True,False,True,False,False
Mahindra XUV500 W6 2WD,2014,980000,0.05083721111514047,0.35952380952380947,0.5218120805369127,0.2919389978213508,330.0,7,True,False,False,True,False,True,False,True,False,False
Maruti Vitara Brezza ZDi AMT,2018,900000,0.021181924170583986,0.5785714285714285,0.2093959731543624,0.1516884531590414,200.0,5,True,False,False,True,False,False,False,True,False,False
Maruti Swift Dzire VDi,2010,310000,0.05083721111514047,0.4595238095238095,0.2093959731543624,0.11192810457516343,190.0,5,True,False,False,True,False,True,False,True,False,False
Maruti Ertiga ZDI,2013,600000,0.025418393734092055,0.4945238095238095,0.2093959731543624,0.15250544662309368,200.0,7,True,False,False,True,False,True,False,False,False,True
Maruti Swift Dzire ZDi,2008,270000,0.06312297284931385,0.4595238095238095,0.2093959731543624,0.11192810457516343,190.0,5,True,False,False,True,False,True,False,True,False,False
Hyundai Santro Sportz BSIV,2019,509999,0.0021178111347976833,0.48333333333333334,0.15503355704697988,0.09586056644880177,99.0,5,False,False,True,True,False,True,False,False,False,False
Tata Indica Vista TDI LX,2013,225000,0.02965486329760012,0.4619047619047618,0.2620805369127517,0.10130718954248367,135.4,5,True,False,False,True,False,True,False,True,False,False
Hyundai i10 Magna,2015,280000,0.02330015895233802,0.4847619047619047,0.19228187919463088,0.12554466230936823,111.7,5,False,False,True,True,False,True,False,False,False,False
Tata Tiago 1.05 Revotorq XZ WO Alloy,2016,490000,0.04236427198812433,0.6495238095238095,0.1419463087248322,0.09858387799564271,140.0,5,True,False,False,True,False,True,False,False,False,False
Mahindra Bolero 2011-2019 Plus AC,2013,440000,0.05083721111514047,0.38,0.6372483221476509,0.0797930283224401,195.0,9,True,False,False,True,False,True,False,False,False,False
Honda CR-V 2.4L 4WD,2005,476999,0.03600956764286223,0.26428571428571423,0.5805369127516778,0.34313725490196084,218.0,5,False,False,True,True,False,True,False,False,False,True
Hyundai i20 Active 1.2 S,2015,590000,0.02965486329760012,0.4092857142857143,0.19228187919463088,0.13360566448801747,114.73,5,False,False,True,True,False,True,False,False,False,True
Ford Endeavour 2.5L 4X2 MT,2010,500000,0.05083721111514047,0.31190476190476185,0.6291946308724832,0.29466230936819177,330.0,7,True,False,False,True,False,True,False,False,False,False
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,600000,0.01694545460707592,0.5421428571428571,0.2932885906040268,0.1791666666666667,205.0,5,True,False,False,True,False,True,False,False,False,False
Mahindra Scorpio 1.99 S4,2016,750000,0.02965486329760012,0.36666666666666664,0.46073825503355703,0.23747276688453162,280.0,7,True,False,False,True,False,True,False,False,False,False
Volkswagen Polo 1.5 TDI Comfortline,2019,695000,0.015589784346753338,0.4795238095238095,0.2932885906040268,0.15032679738562094,230.0,5,True,False,False,False,False,True,False,False,False,False
Maruti Swift Dzire VDI Optional,2018,690000,0.02211394747455576,0.633095238095238,0.2093959731543624,0.11220043572984752,190.0,5,True,False,False,False,False,True,False,False,False,False
Hyundai Grand i10 1.2 CRDi Magna,2016,409999,0.03304403894840658,0.5714285714285714,0.18859060402684566,0.11211873638344229,190.24,5,True,False,False,False,False,True,False,False,False,False
Hyundai Grand i10 1.2 CRDi Sportz,2017,525000,0.012285338087217046,0.5714285714285714,0.18859060402684566,0.11211873638344229,190.24,5,True,False,False,False,False,True,False,True,False,False
Mahindra XUV500 W8 2WD,2013,540000,0.025418393734092055,0.35952380952380947,0.5218120805369127,0.2919389978213508,330.0,7,True,False,False,True,False,True,False,True,False,False
Mahindra Scorpio 1.99 S10 4WD,2016,1000000,0.04744803546433401,0.36666666666666664,0.46073825503355703,0.23747276688453162,280.0,7,True,False,False,False,False,True,False,True,False,False
Mahindra TUV 300 mHAWK100 T8,2017,725000,0.01694545460707592,0.44023809523809515,0.2916107382550335,0.18300653594771243,240.0,7,True,False,False,False,False,True,False,False,False,False
Maruti Ciaz Alpha Diesel,2018,975000,0.015250866781672694,0.6688095238095237,0.2093959731543624,0.1516884531590414,200.0,5,True,False,False,False,False,True,False,False,False,False
Maruti Wagon R VXI,2016,355000,0.025418393734092055,0.5188095238095237,0.12550335570469798,0.09327342047930283,90.0,5,False,False,True,False,False,True,False,False,False,False
Honda CR-V 2.4L 4WD MT,2008,400000,0.05083721111514047,0.26428571428571423,0.5805369127516778,0.34313725490196084,218.0,5,False,False,True,True,False,True,False,False,False,False
Maruti Alto 800 VXI BSIV,2015,265000,0.02033463025788237,0.588095238095238,0.057718120805369116,0.0394880174291939,69.0,5,False,False,True,False,False,True,False,False,False,False
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,650000,0.01694545460707592,0.4795238095238095,0.2932885906040268,0.15032679738562094,230.0,5,True,False,False,False,False,True,False,False,False,False
Maruti Ciaz 1.3 Alpha,2017,720000,0.025418393734092055,0.6688095238095237,0.2093959731543624,0.1516884531590414,200.0,5,True,False,False,True,False,True,False,False,False,False
Hyundai Verna 1.6 VTVT S,2016,850000,0.010590750261813818,0.405,0.324496644295302,0.24101307189542487,154.9,5,False,False,True,True,False,True,False,False,False,False
Maruti Alto K10 VXI,2015,290000,0.01779274851977753,0.5702380952380952,0.12550335570469798,0.09327342047930283,90.0,5,False,False,True,True,False,True,False,False,False,False
Mercedes-Benz E-Class E 250 Elegance,2010,1200000,0.014827219825321886,0.2602380952380952,0.6285234899328859,0.46623093681917216,245.0,5,False,False,True,True,False,False,False,True,False,False
Mahindra TUV 300 T8 AMT,2016,600000,0.03812780242461626,0.44023809523809515,0.2916107382550335,0.18300653594771243,230.0,7,True,False,False,True,False,False,False,True,False,False
Maruti Ritz VDi,2011,300000,0.03812780242461626,0.5023809523809524,0.2093959731543624,0.11192810457516343,113.0,5,True,False,False,True,False,True,False,True,False,False
Renault Pulse RxL,2012,225000,0.046600741551632394,0.5495238095238094,0.2808724832214765,0.08257080610021787,160.0,5,True,False,False,True,False,True,False,True,False,False
Maruti Swift Dzire VDi,2009,240000,0.02965486329760012,0.4595238095238095,0.2093959731543624,0.11192810457516343,190.0,5,True,False,False,True,False,True,False,True,False,False
Hyundai Verna 1.6 SX,2014,700000,0.033891332861108195,0.5314285714285714,0.3214765100671141,0.25468409586056645,259.8,5,True,False,False,True,False,True,False,False,False,False
Maruti Swift VDI BSIV,2014,470000,0.02965486329760012,0.6,0.2093959731543624,0.11220043572984752,190.0,5,True,False,False,True,False,True,False,True,False,False
Hyundai i20 Active 1.4 SX Dual Tone,2016,800000,0.033891332861108195,0.5045238095238095,0.25906040268456376,0.15231481481481485,219.66,5,True,False,False,True,False,True,False,False,False,False
Renault Duster 110PS Diesel RxZ,2012,450000,0.03812780242461626,0.45261904761904764,0.2808724832214765,0.20601851851851855,248.0,5,True,False,False,True,False,True,False,False,False,False
Tata Indica V2 DLE BSII,2007,90000,0.03812780242461626,0.40952380952380946,0.25906040268456376,0.05637254901960785,8.5,5,True,False,False,True,False,True,False,False,False,True
Toyota Corolla Altis Diesel D4DG,2010,450000,0.05083721111514047,0.5102380952380952,0.2483221476510067,0.1481481481481482,205.0,5,True,False,False,True,False,True,False,True,False,False
Hyundai Creta 1.6 CRDi SX Plus,2016,925000,0.033467685904757384,0.4683333333333333,0.3214765100671141,0.2543572984749456,259.9,5,True,False,False,False,False,True,False,False,False,False
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,300000,0.046600741551632394,0.25,0.5218120805369127,0.23747276688453162,290.0,7,True,False,False,True,False,True,False,True,False,False
Maruti Swift Dzire VDi,2009,360000,0.04236427198812433,0.4595238095238095,0.2093959731543624,0.11192810457516343,190.0,5,True,False,False,True,False,True,False,False,False,False
Hyundai Verna Transform CRDi VGT SX ABS,2010,320000,0.02965486329760012,0.3857142857142857,0.2916107382550335,0.21023965141612205,24.0,5,True,False,False,True,False,True,False,True,False,False
Ambassador Classic 2000 DSZ AC PS,1994,99000,0.04236427198812433,0.3047619047619048,0.46006711409395973,0.05228758169934643,106.0,5,True,False,False,True,False,True,False,True,False,False
Maruti Ertiga SHVS ZDI,2016,780000,0.021181924170583986,0.5838095238095238,0.2093959731543624,0.1516884531590414,200.0,7,True,False,False,True,False,True,False,True,False,False
Maruti Ertiga VDI,2013,620000,0.058886503285805795,0.4945238095238095,0.2093959731543624,0.15239651416122008,200.0,7,True,False,False,True,False,True,False,False,False,False
Skoda Octavia RS 1.8 Turbo Petrol MT,2006,100000,0.05083721111514047,0.31190476190476185,0.38825503355704694,0.3178104575163399,21.4,5,False,False,True,True,False,True,False,False,False,True
Tata Indica Vista Safire GLX,2014,210000,0.014827219825321886,0.3976190476190476,0.18389261744966443,0.08523965141612201,96.0,5,False,False,True,True,False,True,False,True,False,False
Mahindra Bolero 2011-2019 SLE,2015,375000,0.033891332861108195,0.38,0.6372483221476509,0.0797930283224401,195.0,7,True,False,False,True,False,True,False,False,False,False
Renault Triber RXZ,2019,786000,0.0032701308560718774,0.47619047619047616,0.12583892617449663,0.10403050108932464,96.0,7,False,False,True,True,False,True,False,False,False,False
Mahindra XUV500 W8 AWD,2014,1000000,0.021181924170583986,0.35952380952380947,0.5218120805369127,0.2919389978213508,330.0,7,True,False,False,True,False,True,False,False,False,False
Maruti Zen D,2002,120000,0.025418393734092055,0.49523809523809526,0.30302013422818785,0.06862745098039218,789.0,5,True,False,False,True,False,True,False,True,False,False
Mahindra Verito Vibe 1.5 dCi D6,2016,750000,0.04236427198812433,0.49523809523809526,0.2808724832214765,0.08523965141612201,160.0,5,True,False,False,True,False,True,False,False,False,False
Hyundai i20 Magna 1.2,2016,550000,0.024521109480541044,0.4428571428571429,0.19228187919463088,0.1335239651416122,114.7,5,False,False,True,True,False,True,False,False,False,False
Tata Safari Storme LX,2018,875000,0.060157444154858214,0.3357142857142857,0.5218120805369127,0.313562091503268,320.0,5,True,False,False,True,False,True,False,False,False,False
Tata Safari Storme LX,2018,890000,0.0593101502421566,0.3357142857142857,0.5218120805369127,0.313562091503268,320.0,5,True,False,False,True,False,True,False,False,False,True
Maruti Ertiga ZXI,2015,700000,0.014827219825321886,0.3814285714285714,0.2513422818791946,0.1658496732026144,130.0,7,False,False,True,True,False,True,False,False,False,False
Mahindra Bolero 2011-2019 SLX,2015,550000,0.012708985043567853,0.38,0.6372483221476509,0.0797930283224401,195.0,7,True,False,False,True,False,True,False,False,False,False
Datsun GO T Petrol,2018,400000,0.004236045916551717,0.4721428571428571,0.19261744966442954,0.0931372549019608,104.0,5,False,False,True,True,False,True,False,False,False,False
Maruti Celerio VXI,2015,290000,0.012708985043567853,0.55,0.12550335570469798,0.09324618736383446,90.0,5,False,False,True,True,False,True,False,True,False,False
Tata Indigo CS LS (TDI) BS III,2012,150000,0.03812780242461626,0.4545238095238095,0.25906040268456376,0.09858387799564271,135.0,5,True,False,False,True,False,True,False,False,False,False
Maruti Eeco 7 Seater Standard BSIV,2015,300000,0.014827219825321886,0.3659523809523809,0.19194630872483223,0.10947712418300655,101.0,7,False,False,True,True,False,True,False,True,False,False
Maruti Wagon R LXI,2008,221000,0.014830609000972692,0.5188095238095237,0.12550335570469798,0.09327342047930283,90.0,5,False,False,True,False,False,True,False,False,False,False
Datsun RediGO T,2017,270000,0.01317499669555374,0.5404761904761904,0.05872483221476513,0.05675381263616559,72.0,5,False,False,True,False,False,True,False,False,False,False
Hyundai Xcent 1.1 CRDi Base,2014,455000,0.017924926370158984,0.5809523809523809,0.1664429530201342,0.10403050108932464,180.4,5,True,False,False,False,False,True,False,False,False,False
Toyota Etios G Safety,2011,300000,0.030502157210301736,0.41904761904761906,0.2926174496644295,0.15223311546840962,132.0,5,False,False,True,False,False,True,False,False,False,False
Toyota Etios Liva 1.4 GD,2014,480000,0.023253981434095784,0.5616666666666666,0.2483221476510067,0.09324618736383446,170.0,5,True,False,False,False,False,True,False,False,False,False
Hyundai Verna CRDi 1.6 AT SX Plus,2018,1000000,0.012708985043567853,0.5238095238095237,0.3214765100671141,0.2543572984749456,259.87,5,True,False,False,True,False,False,False,False,False,False
Hyundai Santro Magna BSIV,2019,500000,0.0021178111347976833,0.48333333333333334,0.15503355704697988,0.09586056644880177,99.0,5,False,False,True,True,False,True,False,False,False,False
Mahindra Ssangyong Rexton RX7,2013,800000,0.04956627024608804,0.26619047619047614,0.6953020134228187,0.41176470588235303,402.0,7,True,False,False,False,False,False,False,False,False,False
Renault Koleos 2.0 Diesel,2013,1000000,0.031777334548917666,0.3269047619047619,0.46006711409395973,0.3137254901960785,320.0,5,True,False,False,False,False,False,False,False,False,False
Tata Manza Club Class Quadrajet90 LS,2013,250000,0.021181924170583986,0.5004761904761904,0.2093959731543624,0.15250544662309368,200.0,5,True,False,False,True,False,True,False,False,False,False
Renault Pulse RxZ Optional,2012,245000,0.04236427198812433,0.5495238095238094,0.2808724832214765,0.08251633986928107,160.0,5,True,False,False,False,False,True,False,False,False,False
Hyundai Grand i10 Magna AT,2019,625000,0.0018369332027370982,0.44999999999999996,0.19228187919463088,0.1339869281045752,114.0,5,False,False,True,False,False,False,False,False,False,False
Volkswagen Polo 2015-2019 1.0 MPI Trendline,2018,560000,0.006140338985348594,0.4471428571428571,0.12583892617449663,0.11492374727668848,95.0,5,False,False,True,False,False,True,False,False,False,False
Honda Jazz 1.2 V i VTEC,2018,680000,0.003632772650708168,0.4452380952380952,0.1929530201342282,0.15223311546840962,110.0,5,False,False,True,False,False,True,False,False,False,False
Maruti Swift Dzire VDI,2019,700000,0.012708985043567853,0.6761904761904761,0.2093959731543624,0.11225490196078432,190.0,5,True,False,False,True,False,True,False,False,False,False
Tata Indigo eCS LX BSIV,2013,220000,0.033891332861108195,0.5483333333333333,0.25906040268456376,0.09858387799564271,140.0,5,True,False,False,True,False,True,False,False,False,False
Tata Indigo CS LX (TDI) BS-III,2017,450000,0.02965486329760012,0.4545238095238095,0.2620805369127517,0.09861111111111114,135.0,5,True,False,False,True,False,True,False,False,False,False
Tata Tigor 1.2 Revotron XZA,2017,525000,0.008355165273150611,0.48333333333333334,0.1929530201342282,0.13943355119825712,114.0,5,False,False,True,False,False,False,False,False,False,False
Maruti Swift Dzire AMT ZDI Plus,2017,875000,0.012708985043567853,0.6761904761904761,0.2093959731543624,0.11225490196078432,190.0,5,True,False,False,False,False,False,False,False,False,False
Hyundai i20 Asta Option 1.2,2019,785000,0.0038123989602009104,0.4428571428571429,0.19228187919463088,0.1335239651416122,114.7,5,False,False,True,False,False,True,False,False,False,False
Honda WR-V i-VTEC VX,2017,819999,0.012708985043567853,0.41666666666666663,0.1929530201342282,0.15223311546840962,110.0,5,False,False,True,False,False,True,False,False,False,False
Honda WR-V i-DTEC VX,2017,885000,0.016521807650725112,0.6071428571428571,0.2932885906040268,0.17919389978213512,200.0,5,True,False,False,False,False,True,False,False,False,False
Ford EcoSport 1.5 Ti VCT AT Titanium BE BSIV,2015,680000,0.02711298155949528,0.3821428571428571,0.2936241610738255,0.21132897603485845,140.0,5,False,False,True,False,False,False,False,False,False,False
